codigoinstitucion;nombreinstitucion;codigodepartinstitucion;nombredepartinstitucion;codigomunicipioinstitucion;nombremunicipioinstitucion;codigoorigeninstitucional;nombreorigeninstitucional;codigocaracteracademico;nombrecaracteracademico;codigoprograma;nombreprograma;codigodepartprograma;nombredepartprograma;codigomunicipioprograma;nombremunicipioprograma;codigoestadoprograma;nombreestadoprograma;cantidadcreditos;fechaacreditacion;codigoareaconocimiento;nombreareaconocimiento;codigometodologia;nombremetodologia;codigonbc;nombrenbc;codigonivelformacion;nombrenivelformacion;codigonivelacademico;nombrenivelacademico;codigoperiodicidad;nombreperiodicidad;cantidadperiodos;numeroresolucionacreditacion;codigotipoacreditacion;nombretipoacreditacion;aniosacreditados;nombretituloobtenido;fechacreacion
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;49;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;1;NA;2;Registro calificado;7;ESPECIALISTA EN IMAGEN CORPORAL;30/05/2006
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;821;Ingeniería administrativa y afines;1;Especialización universitaria;2;Posgrado;3;Trimestral;4;NA;4;n/a;NA;ESPECIALISTA EN INGENIERIA ADMINISTRATIVA HOSPITALARIA;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;568;Filosofía teología y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN LITERATURA COMPARADA;27/08/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;830;Ingeniería industrial y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN LOGISTICA INTEGRAL;10/08/2018
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5045;Apartadó;1;Activo;24;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;830;Ingeniería industrial y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN LOGÍSTICA INTEGRAL;14/11/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5148;El Carmen de Viboral;1;Activo;24;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;830;Ingeniería industrial y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN LOGÍSTICA INTEGRAL;17/12/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA  EN MANEJO Y GESTION DEL AGUA;10/08/2018
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;159;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;2;Semestral;6;NA;3;Acreditación de alta calidad;6;ESPECIALISTA EN MEDICINA APLICADA A LA ACTIVIDAD FISICA Y AL DEPORTE;23/03/2018
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;131;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;2;Semestral;4;NA;2;Registro calificado;7;ESPECIALISTA EN MEDICINA CRITICA Y CUIDADOS INTENSIVOS;28/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;183;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;2;Semestral;6;NA;2;Registro calificado;7;ESPECIALISTA EN MEDICINA DE URGENCIAS;28/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;90;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;2;Semestral;3;NA;2;Registro calificado;7;ESPECIALISTA EN MEDICINA DEL DOLOR;29/12/2014
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;177;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;3;NA;2;Registro calificado;85;ESPECIALISTA EN MEDICINA FISICA Y REHABILITACION;20/11/2013
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;159;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;3;NA;2;Registro calificado;7;ESPECIALISTA EN MEDICINA INTERNA;28/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;122;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;2;NA;2;Registro calificado;7;ESPECIALISTA EN MEDICINA VASCULAR;19/04/2013
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;820;Ingeniería ambiental sanitaria y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;85;ESPECIALISTA EN MEDIO AMBIENTE Y GEOINFORMATICA;6/12/2013
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;112;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;2;NA;2;Registro calificado;7;ESPECIALISTA EN NEFROLOGIA;16/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;114;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;2;NA;2;Registro calificado;7;ESPECIALISTA EN NEFROLOG¿A PEDI¿TRICA;5/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;112;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;2;Semestral;4;NA;2;Registro calificado;85;ESPECIALISTA EN NEONATOLOGÍA;23/12/2008
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;275;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;5;NA;2;Registro calificado;7;ESPECIALISTA EN NEUROCIRUGIA;28/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;233;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;4;NA;2;Registro calificado;7;ESPECIALISTA EN NEUROLOGIA;22/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;120;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;2;NA;2;Registro calificado;7;ESPECIALISTA EN NEUROLOGÍA INFANTIL;27/12/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;49;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;1;NA;2;Registro calificado;7;ESPECIALISTA EN NEURORRADIOLOGIA;18/12/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;90;NA;5;Ciencias sociales y humanas;1;Presencial;566;Psicología;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN NIÑOS CON ENFASIS EN PSICOANALISIS;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;90;NA;5;Ciencias sociales y humanas;1;Presencial;566;Psicología;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN NIÑOS CON ENFASIS EN PSICOLOGIA CLINICA COGNITIVO-COMPORTAMENTAL Y NEUROPSICOLOGIA INFANTIL;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;40;NA;4;Ciencias de la salud;1;Presencial;446;Nutrición y dietética;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA EN NUTRICION HUMANA;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;149;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;3;NA;2;Registro calificado;7;ESPECIALISTA EN OFTALMOLOGIA;17/06/2021
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;556;Ciencia política relaciones internacionales;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA EN OPINION PUBLICA;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;237;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;4;NA;2;Registro calificado;7;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;28/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;243;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;4;NA;2;Registro calificado;7;ESPECIALISTA EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO;31/03/2021
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización universitaria;2;Posgrado;6;Sin definir;NA;NA;2;Registro calificado;7;ESPECIALISTA EN OTORRINOLARINGOLOGIA Y CIRUGIA DE CABEZA Y CUELLO;26/12/2005
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;163;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;3;NA;2;Registro calificado;7;ESPECIALISTA EN PATOLOGIA;28/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;32;NA;3;Ciencias de la educación;1;Presencial;313;Educación;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN PEDAGOGÍA;7/03/2013
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;164;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;3;NA;3;Acreditación de alta calidad;85;ESPECIALISTA EN PEDIATRIA;25/02/2014
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;557;Comunicación social periodismo y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA EN PERIODISMO INVESTIGATIVO;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;8;Atlántico;8;Atlántico;8001;Barranquilla;2;Inactivo;NA;NA;5;Ciencias sociales y humanas;1;Presencial;557;Comunicación social periodismo y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA EN PERIODISMO INVESTIGATIVO;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;611;Economía;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA EN POLITICA ECONOMICA;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5154;Caucasia;1;Activo;24;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;821;Ingeniería administrativa y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN PREPARACIÓN Y EVALUACIÓN DE PROYECTOS PRIVADOS;11/09/2012
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;830;Ingeniería industrial y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN PREPARACIÓN Y EVALUACIÓN DE PROYECTOS PRIVADOS;4/09/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5837;Turbo;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;566;Psicología;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;85;ESPECIALISTA EN PROBLEMAS DE LA INFANCIA Y DE LA ADOLESCENCIA;31/07/2013
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;566;Psicología;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN  PROBLEMAS DE LA INFANCIA Y DE LA ADOLESCENCIA;14/08/2018
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5148;El Carmen de Viboral;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;566;Psicología;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;85;ESPECIALISTA EN PROBLEMAS DE LA INFANCIA Y DE LA ADOSLESCENCIA;31/07/2013
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;32;NA;1;Agronomía veterinaria y afines;1;Presencial;12;Zootecnia;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA EN PRODUCCION ANIMAL;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;38;NA;1;Agronomía veterinaria y afines;1;Presencial;11;Agronomía;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA EN PRODUCCION  Y UTILIZACION DE PASTOS Y FORRAJES;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;90;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN PROMOCION DE LA SALUD Y PREVENCION DE ENFERMEDADES CARDIOCEREBROVASCULARES;21/01/2004
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;566;Psicología;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;85;ESPECIALISTA EN PSICOLOGIA ORGANIZACIONAL;20/11/2013
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;5;Ciencias sociales y humanas;1;Presencial;566;Psicología;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN PSICOPATOLOGÍA Y ESTRUCTURAS CLÍNICAS;22/04/2021
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;218;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;4;NA;3;Acreditación de alta calidad;6;ESPECIALISTA EN PSIQUIATRIA;28/06/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;100;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;2;NA;2;Registro calificado;7;ESPECIALISTA EN PSIQUIATRÍA PEDIÁTRICA;1/06/2016
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;219;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;4;NA;2;Registro calificado;7;ESPECIALISTA EN RADIOLOGIA;24/03/2021
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;49;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;1;NA;2;Registro calificado;7;ESPECIALISTA EN RADIOLOGIA DE TRAUMA Y URGENCIAS;18/12/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;51;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;1;NA;2;Registro calificado;7;ESPECIALISTA EN RADIOLOGIA INTERVENCIONISTA;25/11/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización universitaria;2;Posgrado;1;Anual;1;NA;4;n/a;NA;ESPECIALISTA EN RADIOTERAPIA;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;25;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;831;Ingeniería mecánica y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN REFRIGERACIÓN Y CLIMATIZACIÓN;17/12/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;4;Ciencias de la salud;1;Presencial;441;Enfermería;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN REHABILITACION EN ENFERMERIA;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;21;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN RESPONSABILIDAD SOCIAL EMPRESARIAL;29/12/2011
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;102;NA;4;Ciencias de la salud;1;Presencial;445;Medicina;1;Especialización médico quirúrgica;2;Posgrado;1;Anual;2;NA;2;Registro calificado;7;ESPECIALISTA EN REUMATOLOGIA;28/10/2020
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;88;Archipiélago de San Andrés Providencia y Santa Catalina;88;Archipiélago de San Andrés Providencia y Santa Catalina;68669;San Andrés;2;Inactivo;27;NA;6;Economía administración contaduría y afines;1;Presencial;612;Contaduría pública;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN REVISORIA FISCAL;17/05/2006
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;27;NA;6;Economía administración contaduría y afines;1;Presencial;612;Contaduría pública;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN REVISORIA FISCAL;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;4;Ciencias de la salud;1;Presencial;450;Salud pública;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA EN SALUD AMBIENTAL;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;NA;9;Matemáticas y ciencias naturales;1;Presencial;936;Geología otros programas de ciencias naturales;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN SALUD AMBIENTAL;28/08/2019
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;25;NA;4;Ciencias de la salud;3;Virtual;450;Salud pública;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN SALUD INTERNACIONAL;NA
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;28;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;830;Ingeniería industrial y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;2;Registro calificado;7;ESPECIALISTA EN SALUD OCUPACIONAL;14/03/2014
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5154;Caucasia;1;Activo;28;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;829;Ingeniería electrónica telecomunicaciones y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;8;ESPECIALISTA EN SALUD OCUPACIONAL;14/03/2014
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;13;Bolívar;13;Bolívar;13001;Cartagena de Indias;2;Inactivo;42;NA;4;Ciencias de la salud;1;Presencial;450;Salud pública;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;2;Registro calificado;7;ESPECIALISTA EN SALUD OCUPACIONAL;17/04/2006
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;830;Ingeniería industrial y afines;1;Especialización universitaria;2;Posgrado;2;Semestral;3;NA;2;Registro calificado;8;ESPECIALISTA EN SEGURIDAD Y SALUD EN EL TRABAJO;14/03/2014
1201;UNIVERSIDAD DE ANTIOQUIA;5;Antioquia;5001;Medellín;1;Oficial;4;Universidad;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;26;NA;1;Agronomía veterinaria y afines;1;Presencial;11;Agronomía;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN SISTEMAS DE GESTIÓN DE CALIDAD E INOCUIDAD AGROALIMENTARIA;4/04/2019
